age,income,credit_score,risk_factor,decision
32,69798.81165600146,615.7661784316082,0.5627955352082512,0
64,84285.39300918559,683.6300143199728,0.2784824560427891,1
68,42640.00000922906,634.7887912555353,0.09564859955600669,1
61,88938.67076399113,664.0694430787125,0.16485674094655012,1
69,62818.777711828734,663.7858332311424,0.1739478016041932,1
20,84185.32221937478,675.2160326287759,0.8426949442227615,0
54,31208.718932476317,667.9791154038047,0.28431968697829146,1
68,63611.66413216726,675.2629790698945,0.7146917339147569,0
24,62904.7743356333,725.3484986291345,0.5678387463393058,0
38,47615.27070041117,688.4337651844114,0.977038753616442,0
26,66262.37659494528,629.7858942364425,0.27282266888020223,1
56,90792.1369600303,644.1228352408896,0.15837302052920021,1
35,46076.95282073758,723.8102352798239,0.052037837694560385,1
21,79237.08712409876,656.7453472968929,0.24095966228128052,1
42,37451.538877069834,627.558894958574,0.6840708864153926,0
31,102188.89189284918,612.1316994721979,0.08525822463686061,1
67,75692.00636873418,666.3822864899748,0.24470184514965854,1
26,94502.34664517143,598.7085918472654,0.855308368184012,0
43,73441.21038187535,727.0877254300584,0.5829529493645202,1
19,67812.26355458723,587.7308987745752,0.06952154025319546,1
37,75858.65880971837,738.6840635311653,0.047683144249763276,1
45,57271.05073291657,632.886181047653,0.06112287532576688,1
64,27643.32188883356,585.3957587823406,0.9418750501472527,0
24,68947.98692933585,661.3505443139226,0.8498714285610547,0
61,44889.933308004904,592.8176505071426,0.8449400420187747,0
25,37966.76169241195,652.0623056618156,0.9242167622435459,0
64,72725.8633687722,615.3473881040401,0.5052553902509103,1
52,54417.83050200612,706.7043960721455,0.24734467114334402,1
31,80554.0881321138,658.2049765962579,0.40134800423851813,1
34,44221.18462481859,578.6899500755279,0.7188640728838108,0
53,50583.42046972347,614.1778075744397,0.8760328715212651,0
67,83005.92052602787,692.2968349755878,0.4350909266995243,1
57,65596.85321995217,727.2255262274285,0.5353809553820612,1
21,30453.439181877206,647.283511551939,0.9317829932762532,0
19,65155.21765720222,587.3362062878658,0.10749863710942908,1
23,89624.77097177607,713.2421786510533,0.8622992169741239,0
59,50428.45110757066,692.0338204936025,0.15930748225193592,1
21,71961.15392905817,728.392375058153,0.4838613502906203,0
46,43012.2616968819,667.4125471052783,0.21842312866305957,1
35,57264.33450061142,618.7641850521865,0.6029476306906042,0
43,81796.71072900867,681.0133091237348,0.5585734217082661,1
61,64384.63335509947,669.5797534064949,0.3800073642407519,1
51,85785.39725431273,615.507578489238,0.8633035148451244,0
27,68506.04808455723,661.9183150308444,0.6598133202880598,0
53,104374.79354401684,638.2984466706772,0.7212051249619437,0
31,28701.732615614612,694.6122706990208,0.15065973820766854,1
48,55656.132998780704,679.5204146189261,0.8831656779756176,0
65,38309.324134158975,586.9045164031286,0.1670401636200184,1
32,39675.01651083501,580.8546452383406,0.2227849642099602,0
25,39856.326123879204,644.6113295855868,0.12805513849688044,0
31,63354.5164410244,651.9691571227589,0.44035920796881556,1
40,64526.01869643734,695.6586064455096,0.8877092317523098,0
57,68549.11849990232,680.7982346337134,0.25244751960985956,1
38,37538.788797108966,737.5211385927646,0.37375342042295323,0
33,53515.50362003419,621.9683921434743,0.846066420075422,0
62,40714.107204872635,618.5428358343676,0.6178152797588892,0
35,78717.63112543432,592.4111596612973,0.7516163936462769,0
64,42594.64899638053,694.9644268865048,0.21400004943611484,1
41,55725.75696008237,651.3051310409577,0.7164898633325755,0
43,71206.12882646211,538.7837889823012,0.22761057864177248,1
42,47687.4265100487,662.1299226624735,0.987313982210661,0
62,73877.56889961308,665.9582100690243,0.5598861561267373,1
58,91921.59471066298,641.3391834351294,0.695639258043137,1
46,63794.234574510505,667.7992911775051,0.11840158414150281,1
32,78032.21829136815,576.7858580464567,0.2506559800415695,0
62,18531.582221272343,748.4619100460017,0.13974065956435433,0
18,51418.961463042986,672.8155655645554,0.3901707152717231,0
42,63698.01633857954,543.5780670152826,0.2841358642053985,1
24,38940.698431993864,649.6461740401935,0.7329222596305692,0
26,64152.98670808184,674.4032119791269,0.10870897962815118,1
41,81198.81112118301,583.2240755046171,0.7520593684503682,0
18,22408.787439799562,682.0178167408062,0.04570482463858749,1
61,36218.54268392305,750.8555373805199,0.20201783732239242,1
25,63696.265415283706,611.3378563670283,0.7919649919646029,0
41,69208.39458880096,675.7063217521967,0.7427766411078949,0
28,74761.60749819301,662.5159159395319,0.47632611391886337,1
68,62217.78957775536,708.0973999887428,0.04998271507755181,1
34,69230.24810031618,643.4694857225514,0.6098937416692993,0
25,78069.61417081361,585.9970024182878,0.4067241039740984,0
52,51710.83796459348,704.2509348184824,0.31652815019796976,1
52,47828.27827987158,589.5643645567914,0.6404106368265342,0
50,56629.86738130263,758.5316826735767,0.43661456220172634,1
22,63989.75884554826,683.64616094091,0.09242110045317864,1
59,46834.53113597364,614.0664358030781,0.9159504705123444,0
56,52124.85367053576,716.5190967503755,0.778493099453379,0
58,67954.03541014591,649.4486579581469,0.05637819129055244,1
45,63155.015620594306,636.7156663403587,0.5250638701906956,0
24,56293.257543684835,609.1478374341341,0.0833775628986283,1
26,25178.61379874702,537.3092600280897,0.837289859058485,0
25,59929.8401598292,686.2635542220096,0.6130139610519718,0
29,40599.92064981915,552.3123942909435,0.17244913357306846,0
51,79661.654104118,602.4023400889173,0.02074134280620077,1
50,53825.576934429846,675.9706732310166,0.03158101214642062,1
65,40075.358875549595,619.9594159102692,0.5073654720648297,0
40,58769.13452239903,659.4291122474569,0.7343734786767738,0
41,85413.99170184383,577.1782811630208,0.12084045133395915,1
54,72616.31698289239,629.0924376117259,0.22128406591495753,1
52,64398.34301211868,659.8031422974913,0.3272599451695323,1
61,33478.09881906287,592.9116490438566,0.218076782061153,1
57,92432.00199532643,751.1818086645153,0.39133656268715866,1
39,47567.45651928194,611.7545652271564,0.5596150057650762,0
44,78675.67825744685,732.7050072809543,0.6849367482413092,0
52,53492.7424329717,639.931667315212,0.9637751822072285,0
18,76750.15744966478,555.8914660351188,0.9308436696831945,0
52,86137.48191750547,581.7859514842609,0.5701269748289145,1
54,72962.74539815067,660.5647573358827,0.7341500564563547,0
64,75117.0991951988,711.9665451535054,0.9508722046254279,0
31,58031.220276887354,756.1866279575218,0.08347194454140483,1
20,51320.67715854378,657.6931237155977,0.005634759861429139,1
18,62765.97379571621,579.3653751503251,0.029799763729583262,1
22,53201.70988461566,666.7091048326847,0.5633493623729638,0
43,109344.07421624984,600.4871195983908,0.7628334253025342,0
31,40152.83427018973,673.5314972716731,0.3670749507450346,0
56,80041.70433180819,593.5115268556671,0.5452391747276186,0
44,70343.93669078028,524.6257857698113,0.5163663185485369,1
26,64597.44416247876,729.0113395771939,0.09477089159201957,1
32,89597.7219982768,636.4149961192843,0.32158826422404896,1
32,65967.54905202358,652.9796200289949,0.01943515518230199,1
43,47301.861605151695,709.8020824543713,0.11070568880651088,1
59,65834.60754506815,762.7308025598873,0.8118582229097778,0
30,56336.43462189543,693.2048391289375,0.8294134972483189,0
68,70065.69337633297,656.1800969722167,0.8019463200450697,0
49,76261.47263258997,677.7723725667944,0.7268186409522366,0
56,42818.241152718605,632.3130174028017,0.7933128463999017,0
66,83906.72236005632,652.1668627093784,0.6709823412695184,1
69,54902.00310263082,658.691818271551,0.6698333388162886,1
49,68872.27845364356,602.802484591812,0.667361797491808,0
21,72340.60340641392,651.2704152126726,0.5140427896782042,0
47,67347.7738126126,672.0261111502358,0.36334723346484443,0
54,57817.829646948616,681.021013854533,0.730195266161555,0
40,50228.04836014672,676.2394269457589,0.2986460135867416,0
56,54620.10985393317,569.6584869155375,0.5429021314776192,0
62,91303.43865057755,723.7555365559795,0.4333556202178813,1
32,42682.67125741881,718.776873647229,0.27662227709370113,1
60,45615.13324074067,644.2310955068726,0.9746899204524633,0
46,44737.023537125715,677.3305217063261,0.2587516452018195,1
53,62715.0775983533,637.0067739734895,0.30929306372303,1
30,29505.891000243882,695.1174597686879,0.16158750175806824,0
49,32928.80287731213,601.1436892319978,0.8229806253142905,0
24,54780.90334081484,730.5476357174555,0.5865894005544894,0
68,34244.49109403524,692.1324567090774,0.6130392564723857,0
39,35874.57381434397,693.5260274941335,0.8205614117990978,0
45,34394.631812741216,643.6968274144509,0.3429196586298794,0
19,43067.76581733342,565.2428897040384,0.19363342538021378,1
59,74624.93013340812,703.0360820072461,0.19840536399390396,1
62,79114.15912242165,567.2263199058469,0.7326198214622593,0
23,98380.01786437212,703.7583596134727,0.6141151544624475,0
45,97647.23717026957,603.6723669900666,0.20633887858208888,1
45,75726.25419760894,554.7770807581637,0.14506539464042356,1
61,80553.55349602064,650.0599822228119,0.12068730516197279,1
61,62622.041813718366,720.9680330323044,0.6277986477030377,0
37,70397.29704024538,592.0637750948788,0.00011864491085000761,1
47,98872.0609636634,745.9420774636895,0.01831934260354373,1
28,67424.25736113661,689.4044326298405,0.3895531356260953,1
45,83064.77157090479,659.4055713419526,0.6913498642761624,0
42,41312.96782842978,623.8625446256533,0.6950393764974039,0
56,46675.22551483545,628.0461588923114,0.4301182736076906,0
50,66241.39195589935,675.8100337250534,0.6910736066045696,0
18,62998.63340126782,700.7624515111437,0.5210961795801254,1
44,47601.31625190208,614.3902269408748,0.9769314167973153,0
69,108147.55167862438,601.609200362914,0.16246021383683307,1
30,63451.88207829732,637.170390894688,0.6006672677056056,0
58,51145.498956306765,733.6177205514407,0.4912387759510036,1
20,63032.3765472126,576.986699579812,0.1944663446576944,1
56,60508.534052232695,718.5486586845664,0.7499904321417035,1
23,63756.05095782177,652.536789895588,0.27550801993199525,1
25,28125.65969297934,550.8356514104831,0.3817098190935416,0
44,85838.93393133732,622.3020559060591,0.37483056958753,1
26,86976.588408783,686.5800843764164,0.2442044731879488,1
54,89406.41544072972,758.1088367024456,0.4307053316984052,1
50,66508.63517072596,570.357636597106,0.4733458809276183,1
68,73249.62120329031,480.84941143668453,0.7442216728093075,0
59,42675.461039855,571.4268310725238,0.7650685743770371,0
61,76657.9865719478,717.8249304719903,0.15855596829166207,1
41,65035.75413787878,542.3754975758948,0.5927722993275321,0
32,50791.867687215155,739.8352334527632,0.8961977982793955,0
49,77294.8938328168,722.8885368657152,0.10878660888456082,1
49,78068.98072182201,661.4621745237655,0.47291404453413854,1
41,61212.17671349866,612.4180813791784,0.7503531224083427,0
58,68767.65160256806,653.3156375490286,0.6114913343823433,1
69,39365.65976132879,686.6652411284061,0.10058565659662388,1
66,84863.66874428716,677.508587883518,0.3966061253509724,1
66,42023.736239301965,754.3795623962063,0.507239498216864,0
69,45891.48703841648,634.3938530104102,0.9958456017162729,0
29,61246.31290861074,571.9494215826202,0.17860790932365278,1
56,82290.32568436919,561.3631575720725,0.9824237671601125,0
19,82278.97266431322,549.362523916451,0.3761497842294439,1
20,59903.50756189739,661.7767353521364,0.20032048607382136,1
66,75460.26724507623,635.9378779566525,0.414109082123996,0
54,26218.83101342208,651.9592761736563,0.6139951240348172,0
66,45613.600197408945,617.776427551629,0.21349739391099587,1
34,46020.99121072798,583.3899884766394,0.29143908330212775,1
66,85044.25819519635,686.8601530776472,0.8545465017352898,0
19,73093.08325816016,502.21616600922493,0.9990094616688678,0
19,63693.05551809201,601.9042659347758,0.3181726914984264,0
45,65634.70127658748,697.1894095981035,0.14885680394994028,1
40,91366.78552060248,595.9496943978178,0.7931708199940416,0
54,56596.40666986897,673.5005251879098,0.6004556872751452,1
49,33718.653829319206,601.9844542678121,0.10040114337560113,1
50,81743.90368790609,622.6493075701827,0.946771481436021,0
18,63636.78074410121,684.4952309482878,0.07804952839989199,1
36,79073.43356331562,573.329100976212,0.6253564016336411,0
19,59104.70385226985,694.7166998045808,0.42393725589358144,1
61,43226.20952592214,652.755229546866,0.5566239182399358,0
43,68056.43442165953,725.3863320427417,0.21321419566014443,1
49,60203.501414828606,662.4889982988044,0.6881103992506516,0
23,63698.845657488186,585.8308027712392,0.9597196891333397,0
49,92331.40988234832,753.6796653164741,0.45842587404491564,1
21,38025.95045230599,590.8434233118705,0.5229582775682272,0
28,65718.37320951965,636.3706349519634,0.2398116705688813,1
34,43620.06619682646,707.4445356177064,0.8918679837510811,0
55,8189.080537598842,537.2043335189817,0.9711744051399582,0
41,59020.696219555524,736.3801388068324,0.7862968850860543,0
22,60620.45873999614,580.9469424604212,0.542773502159804,1
69,72470.44205901517,622.7000348097457,0.9567968245086307,0
51,55649.185028321124,667.3314742518605,0.1538500553672768,1
23,30219.992897520562,647.497648634876,0.47849085989521845,0
39,43551.36845490274,697.3505635070272,0.5376057067264131,0
28,86339.17673373407,553.9515457417369,0.49191641975237677,1
65,43267.44141418738,693.6470812263631,0.8024182871787032,0
33,91664.51059385014,698.4345432664118,0.6704028910163641,0
50,80999.68585142767,711.7535497547535,0.1266584659182617,1
26,53644.38791327861,554.6203536820153,0.3464513073430604,1
23,45418.41673794602,561.8638859702587,0.33907684838688634,0
33,80958.25938261158,629.4574610204893,0.5656321927929286,1
46,55181.775098127604,568.350453121838,0.29145841765789693,1
20,29086.99720600083,541.7619260351298,0.11727176955391061,1
37,71246.33241246516,626.87215656673,0.6536826656571354,1
53,68345.26895716372,664.0454816874659,0.8510369385350225,0
36,82754.12405429556,817.9387718176796,0.9316080954659239,0
43,66991.89998720594,682.9205092427414,0.9725784176594758,0
20,49017.06045908565,755.1361999939891,0.781116846209014,0
36,85393.57679204267,647.3509348175854,0.13970242829190216,1
37,87339.80865357687,683.5739595720377,0.8531118242367245,0
49,64664.11927970415,641.2317382680335,0.39996007338247397,0
24,61206.43829065945,810.9873930030134,0.7299113137923636,0
69,33534.579537897895,608.8645481882565,0.5312680049608358,1
58,47849.473153070474,617.0015419920086,0.8286061336487837,0
50,75215.39283918707,697.7924412593723,0.4255057328396886,1
57,48854.39399274599,662.4483742183595,0.06179381074002077,1
56,30863.24261213355,624.5502797913731,0.5568237108824708,0
35,129917.55579200198,707.6226289242894,0.17129055466767318,1
57,30731.88083146623,647.5311701161327,0.9655176323529227,0
18,105135.02792868235,647.1081963531567,0.5269630658254916,1
28,53851.531108034804,663.8349384517335,0.5535587938372605,0
45,58308.74001712384,545.9527586292597,0.9072657128148177,0
42,46554.43455624802,554.4047604926338,0.6245852451511749,0
67,75656.74329475785,715.2137367552085,0.30272937718970716,1
40,31204.515737798312,609.3822997449497,0.29609461691337113,0
48,23193.419275316563,642.0229191074183,0.5015786499064562,0
47,92203.43058757213,746.7463181673756,0.8666082289291589,0
59,43920.552023860444,644.727952644225,0.7947293407362785,0
52,74921.76239079368,637.3946711535704,0.9627405860568448,0
24,38290.87846207568,703.7646553697174,0.07188612285220364,1
33,74168.42085789164,614.1041050068284,0.26832606896433864,1
43,93670.929975569,722.1757537569224,0.08020770781372599,1
65,49457.572291697674,702.5334751661889,0.7510791939024363,0
69,21331.177864280377,759.8199917185002,0.14083368915038363,1
66,93775.8782661981,608.5794174033681,0.09988631799760672,1
19,78524.88643049783,732.0184787721448,0.5616722070995576,0
18,50528.57532457384,683.2455264202356,0.4114847121191585,0
65,55640.95893462708,570.4780169794986,0.7151013387624671,0
29,37786.95607500628,494.22941453332066,0.48701539170027297,0
22,88405.1386488392,602.1183870742802,0.42533459594045275,1
54,49305.6878437871,667.5408684407452,0.4255004487469709,1
49,31625.82924905053,676.2408759564685,0.8718763803988546,0
26,64272.91763024943,646.4551360828962,0.3952256507224664,1
58,42799.7327684292,646.992238044618,0.3333971277696335,1
52,39399.70848273784,642.4403899939886,0.33853507702272934,1
36,51398.015924761086,711.8730280243014,0.1966007968148903,1
65,61727.10631000742,563.8226181030157,0.8606888505739895,0
33,32377.804881705062,666.0973914520567,0.14663081502758157,1
20,87702.97850424648,600.6349234482175,0.9086107377996053,0
37,73543.19424131575,595.607536096554,0.2834677219110062,1
41,52692.74018454538,720.5738338344102,0.8994268221738468,0
50,41933.13027406004,591.0042153848035,0.7908206568145771,0
41,58215.490941666714,641.6289059660083,0.5819875209503587,0
69,77988.70081511444,767.5099041127397,0.6694700039185991,0
28,74891.68054399359,700.2846180849004,0.3258440908249277,1
66,81170.08600902357,622.7017812223773,0.5742286143276624,1
25,50392.450180393564,627.6576164956472,0.29240290072669706,1
53,1501.4964160664604,576.3678260805025,0.40227281389046166,0
55,84956.22395832493,728.0387145359631,0.7646625552292448,0
57,56656.07713855296,710.6811084752641,0.24393256381021622,1
37,73323.32130943325,691.1961364321869,0.8388460158375377,0
52,93384.57509280604,697.8099766885483,0.3758828536649965,1
65,108688.17266475363,603.5285234361546,0.532169960856181,1
42,47003.57043718359,557.125253435849,0.9419604875628733,0
52,62679.19814331289,683.6324255182285,0.6812556301868748,0
42,87336.72921210891,703.3134724172837,0.6456041128446274,1
46,43114.41962954009,746.4228009876177,0.7116077276050291,0
35,48357.76812419144,637.9465876235943,0.9181113387605614,0
63,48239.2284308225,629.1949232851808,0.24851370922151084,1
35,59438.19373183956,635.6443877198326,0.6132412057993384,0
19,55597.5263942006,690.2446295259733,0.40039385438365227,0
52,48124.093554873514,633.0746430394852,0.011855293210243922,1
33,40684.85168787481,646.8656547941996,0.1253008964061092,1
58,76238.80656790583,699.8631734743373,0.3249918952635884,1
53,86756.62041932234,612.4498306859758,0.5649999711819157,0
50,89654.2958834483,733.4692391253058,0.8814747766962716,0
21,50378.528852310315,687.9853404395946,0.7911141182014395,0
50,77074.49344514555,538.5427622395811,0.5533336724227704,0
31,64726.51805455551,619.0787482082981,0.07387041790746762,1
38,48586.573027733495,528.5393901076335,0.2859062903949786,0
65,74684.36437416392,638.1992361027919,0.3667086478922439,1
37,47667.89891909006,620.1013337527679,0.6217171852038426,0
25,52476.46794436623,700.0912855520113,0.06492362297984111,1
24,32465.405949927404,597.1388990626799,0.5301935545004733,0
20,50715.578051335484,673.2641001160694,0.9014645761447072,0
34,65077.2241802917,684.1308565681061,0.7054326956974029,0
50,91378.68991354991,665.4316911336808,0.7970768065627564,0
65,52930.091075966266,718.4074149063517,0.6816756483590735,1
29,39236.61705826133,774.0973310505126,0.20658911217259224,1
68,89947.3794186825,656.7165165619441,0.11048382006601865,1
39,49908.95125831565,674.3107710134221,0.829490673004909,0
39,25032.3668771827,597.1833827700734,0.6955044360155284,0
63,62661.87470273568,588.8285951586055,0.5750615588163682,0
47,53504.530534416495,712.0297790199637,0.18928286496824598,1
55,106007.91285370343,704.0915303662015,0.6033449653117534,1
55,69507.32068694424,588.2228075497242,0.03132178522215978,1
62,57073.152926903276,571.5067674494317,0.11883913439395943,1
68,41510.055814887935,611.0757917191646,0.31189014980442453,1
25,66603.33682385934,641.5173218339534,0.44373827741116434,1
44,89134.19900123589,625.4524154910054,0.12056449582200035,1
44,66236.28366954521,659.6308920999352,0.1199401838575358,1
51,43051.40615764108,705.0237507423564,0.7258936605836355,0
38,70776.12423503908,677.7262627252964,0.5697194065334856,0
47,59027.86210254369,682.1672598610475,0.533741980777665,0
50,68972.26206636324,502.9078163354674,0.45243449511754996,1
45,52903.85299631559,553.165818792855,0.9765431063445639,0
64,52434.09451477576,602.2125915412365,0.04980028289437677,1
50,51644.40405136441,612.1163811104296,0.18062717616157742,1
22,78844.76302994724,700.389670096354,0.6475077574012373,0
65,52635.49449517817,597.2659141119121,0.13636565385124133,1
36,50805.38537251546,690.0156596814421,0.5893809380091738,0
21,41158.68196875267,602.8936556716221,0.56776122548108,0
52,69080.27603433534,577.9469427564311,0.9710051836396419,0
66,66234.03604262437,580.7330204573725,0.8833864870490223,0
34,51024.63551022738,785.4959895973534,0.9455533437674526,0
61,45812.42584884278,601.5581018894003,0.11360236947397961,1
45,97523.46826455425,691.4592325316205,0.8681484372541888,0
47,22391.13889750324,556.508094214988,0.12909066172830597,1
46,69863.44006403442,735.1357402507241,0.632932178543989,0
63,85828.07096432017,670.9424687038228,0.7200781606780022,1
23,-7736.2752297660045,666.4387321275732,0.16085349814928585,0
52,75882.80120152359,674.8296393885992,0.6326593759295397,0
58,55594.90797007824,681.4399834667211,0.05246049291199406,1
54,65121.097285665186,698.5440355306928,0.2932660857428302,1
41,53535.2407095582,614.0541549074583,0.9211584939341166,0
46,81507.86891292153,610.5447023736726,0.17173116290186918,1
66,67262.38683342714,652.9534326828841,0.0652699924503275,1
63,62634.397790686315,691.0656656250985,0.4436781996554594,0
48,42022.787860828146,646.0006714266507,0.8506182085272715,0
52,97645.84467668377,696.4341077479462,0.07667238196828996,1
50,60198.62039466542,687.070206962115,0.3555353652304085,1
69,105796.11594920917,636.9810043150384,0.8997748345593262,1
38,98551.3877035639,545.169201813149,0.11815554994445432,1
49,24432.980654692386,619.7883232787653,0.3106685059119466,0
40,46901.08078394619,754.5678340285805,0.7784206115357039,1
50,39260.97988050117,670.403579042342,0.5432109871388043,1
20,59035.87837025875,611.6269921237945,0.8323331406335831,0
35,63743.28040972324,665.0390946564739,0.1115953930487984,1
42,64598.52935786861,690.5986440996681,0.9205541713797227,0
59,81082.57352037958,611.656063432902,0.9349117945152088,0
48,89871.65538617739,724.1230336473138,0.15531302014670634,1
20,79349.75498477278,679.741881269819,0.033875464406750044,1
57,48781.29571552506,584.0054736096596,0.9898413819555688,0
63,44359.52269785121,701.3819771925424,0.4822515923024244,1
41,60055.23671767873,625.4231969121383,0.5720754040354313,0
67,68522.39052809324,639.2521744216637,0.6159047336665763,0
49,56336.17308565755,589.0418781819134,0.7896684627805027,0
64,33090.30327495556,687.8867847613898,0.8119879690459179,0
39,73641.19017153601,641.0680863982748,0.19392522431977388,1
40,52153.70462532193,690.4254172700365,0.23663674063352658,1
19,51549.745311559134,616.9410566560658,0.876833028946372,0
44,58907.74651883815,610.0758027277952,0.8195176047505864,0
59,55202.021658396785,605.213775704135,0.6176193815539553,0
19,52669.97888975797,673.7619307725757,0.9946991591248497,0
43,34397.49386133621,609.1790105298358,0.7351839435513237,0
34,57755.05066096682,637.8132410764152,0.21583676813024888,1
57,74059.07583813736,618.89438076162,0.8466440643326782,0
50,65292.88010242578,676.4050354938606,0.41473263637014,1
26,78962.4287820129,545.8818532037413,0.03615266054128918,1
60,45429.099553599866,664.8219722134003,0.3214212778116706,1
65,34438.83041764397,753.8805913457485,0.7635512340593853,0
56,55083.00042044007,724.1615665240219,0.9602062071864732,0
46,47715.26762902606,613.0008126815917,0.27613641630319385,1
59,49793.30033584504,679.676106569899,0.24651632440971505,1
43,64234.99436162254,668.0339283703943,0.5636165855983001,1
52,49938.38921790689,738.1635237897283,0.8116838996624468,0
67,34998.630215872116,499.393104660634,0.7465256821609466,0
42,48820.105442360036,716.7720421361098,0.5599589025628166,0
41,66801.18733721603,633.9489396341677,0.6313896816144785,0
30,73429.61202013835,605.406263632975,0.242098957326344,1
24,73228.45568166694,603.6918782723225,0.4325742650033506,1
53,68489.46188495819,572.0056210273232,0.2553656265202999,1
62,56638.13068069511,613.1528955515638,0.8844179748446377,0
37,68098.28197918259,585.2159567641163,0.11255450736551575,1
18,59153.28683603526,660.8130302304392,0.6797405578563708,0
25,62261.92275640475,685.3962579397029,0.26028319716502346,1
63,41213.4652426812,634.6055954216984,0.4755774097184664,0
33,60877.49927521431,739.9833923753699,0.29941278024663276,0
31,67573.32468502823,617.0947228725837,0.3232453170594717,1
29,66822.54626879418,631.4682546562044,0.26039301361102196,1
68,34249.61947881403,621.6235614242946,0.7527929211954386,0
40,61925.215528067645,685.9171324348637,0.3657158571790471,0
32,31122.208450721733,691.9744101711133,0.7263570177140827,0
45,63473.53292277052,679.7220130382658,0.45606993010401276,1
51,45973.25616794572,642.5534807637518,0.5472460421002873,0
19,94112.8588505089,569.5626284553266,0.5432874757134873,0
49,62384.8665859178,630.8335651513696,0.9758520793435888,0
40,76023.28039647845,738.6883828340319,0.3670624557109512,1
39,102217.4527404856,710.7942732460992,0.20768409539759758,1
68,43651.96377822558,667.6430238012032,0.9117919403666022,0
42,68713.49821811823,626.9328765728934,0.17483928931557324,1
39,36281.77981534308,649.1828913599286,0.8344228458443447,0
39,66897.94016499838,627.1997456578571,0.1502148954669258,1
66,95314.18532900806,721.5831012850128,0.6587243342274063,1
69,47442.33571116421,599.661980096395,0.15054081326453606,1
59,42280.91373410808,705.4201569378187,0.9230858192394295,0
23,58176.51532962874,618.2478457004739,0.5650082826528312,0
32,100916.34576176571,729.2556098217195,0.32927383914008757,1
60,75420.77839906511,675.6065554284804,0.1403227749635949,1
54,41901.70695887979,605.0367560033079,0.37119223614599395,0
50,89101.21164963538,631.4412551898796,0.7050200348688117,0
25,26898.740153336264,692.6984364033996,0.38495088392854715,0
61,102731.1825760545,620.0514305855564,0.24609413609544406,1
61,77129.01360030318,651.3281891228723,0.5774094482938172,1
22,95271.14880013437,619.2233498510633,0.4178218528371196,1
56,27044.0378323193,755.5470288949127,0.16580623603029232,0
21,63388.83661719373,765.8643135770798,0.1539879902774568,1
23,57322.22146868568,737.7874372035035,0.7074619902218547,0
62,39860.41053106718,642.53756209197,0.9746718955162564,0
49,34079.527594972154,625.8348411975819,0.23309407086205636,0
69,70141.62517519097,603.2501852291522,0.77314860083149,0
47,71954.63416227247,742.1432774481864,0.0876067024504652,1
64,85999.48093451506,705.8434226420701,0.3815759190521817,1
52,49931.57893346338,708.7256528904404,0.506688152808257,0
57,57167.8037968838,635.0043237871465,0.2687469452897683,1
69,32350.801501078164,544.5261509445255,0.5295784165142504,0
33,90815.71623989497,558.3225434275543,0.8826144276638545,0
30,61390.96175514486,653.4580437741506,0.9444379623549934,0
67,74451.77003240211,618.6395446180198,0.10055695437304946,1
59,75158.10792222024,611.7379223364421,0.2718459339842023,1
47,89182.14314603957,670.7089024237174,0.9791339175177249,0
36,43372.010654650934,710.8195897915696,0.2704184104022437,0
34,73951.73200694357,607.9263758841951,0.6927073511434411,0
36,59499.82587381917,571.6634188606293,0.25345369387036465,1
45,102113.54132681261,609.3517294713364,0.35636559332103823,1
